num lon lat alt item
1 112.8700846391486 28.10673826284521 0.0 4957
2 112.8701299224284 28.1067281030339 0.0 1966
3 112.8701966966867 28.10671437291959 0.0 1979
4 112.8702591296096 28.10669684734111 0.0 1991
5 112.8703174722522 28.10668669083658 0.0 2003
6 112.8703810021381 28.1066769759996 0.0 2016
7 112.870439269858 28.10666161670739 0.0 2028
8 112.8705075019765 28.10665053316479 0.0 2042
9 112.8705823214492 28.10663440294186 0.0 2057
10 112.8706379370488 28.10661986513613 0.0 2068
11 112.8707091043803 28.1066079941947 0.0 2082
12 112.8707837941219 28.1065951155286 0.0 2097
13 112.87083405225 28.1065841077397 0.0 2107
14 112.8709026114877 28.10657259631497 0.0 2121
15 112.8709494591143 28.10656119295522 0.0 2133
16 112.8710113982023 28.10655094855351 0.0 2149
17 112.8710746775035 28.10653795725835 0.0 2166
18 112.8711213823489 28.1065290626862 0.0 2178
19 112.8711847808628 28.10651607073513 0.0 2195
20 112.8712449500699 28.1065044041214 0.0 2211
21 112.8713092277243 28.10648707259321 0.0 5050
