num lon lat alt item
1 112.8720074950371 28.10646634226189 0.0 9995
2 112.8719685659984 28.1064758886562 0.0 2409
3 112.8719084722728 28.10648820633278 0.0 2392
4 112.8718355446791 28.10649750620299 0.0 2371
5 112.871777763382 28.10650396543547 0.0 2354
6 112.8717054513315 28.10650216700769 0.0 2335
7 112.8716603880998 28.10648104945444 0.0 2320
8 112.8716238469714 28.10646614732136 0.0 2309
9 112.8715716603426 28.10645348078108 0.0 2296
10 112.8714986504594 28.10645318192238 0.0 2277
11 112.871440363347 28.1064628942625 0.0 2261
12 112.8713819100421 28.10647316963014 0.0 2246
13 112.8713384897349 28.10648136218249 0.0 2234
14 112.8713092277243 28.10648707259321 0.0 5050
