num lon lat alt item
1 112.8701349016315 28.10691782350786 0.0 4903
2 112.8701814751955 28.10691208820296 0.0 4292
3 112.8702457382766 28.10690156522275 0.0 4303
4 112.8703149467894 28.10689023206133 0.0 4315
5 112.8703949835742 28.1068760041864 0.0 4328
6 112.870453781177 28.10686637480913 0.0 4338
7 112.8705174133943 28.10685476944897 0.0 4349
8 112.8705819249795 28.10683948410283 0.0 4360
9 112.8706538737184 28.10682408151096 0.0 4373
10 112.8707220063108 28.10680819107344 0.0 4385
11 112.8707857311332 28.10679528637849 0.0 4394
12 112.8708647005927 28.10677717811709 0.0 4407
13 112.8709521657563 28.10675871994905 0.0 4422
14 112.8710327274753 28.10674369854595 0.0 4435
15 112.8710907067955 28.1067338448475 0.0 4445
16 112.8711641362035 28.10671939469492 0.0 4458
17 112.8712267471757 28.10670229024906 0.0 4469
18 112.8712689781482 28.10669414335248 0.0 4476
19 112.8713270629496 28.10668335446257 0.0 4486
20 112.8713583736361 28.10667820425621 0.0 5001
