%time,field.header.seq,field.header.stamp,field.header.frame_id,field.gps.header.seq,field.gps.header.stamp,field.gps.header.frame_id,field.gps.status.status,field.gps.status.service,field.gps.latitude,field.gps.longitude,field.gps.altitude,field.gps.position_covariance0,field.gps.position_covariance1,field.gps.position_covariance2,field.gps.position_covariance3,field.gps.position_covariance4,field.gps.position_covariance5,field.gps.position_covariance6,field.gps.position_covariance7,field.gps.position_covariance8,field.gps.position_covariance_type,field.heading,field.roll,field.pitch,field.mode
1551343847058381994,4454,1551343847058188464,gps_frame,0,1551343847058188464,gps_frame,4,0,39.9558065007,116.314436981,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847141564560,4455,1551343847141311583,gps_frame,0,1551343847141311583,gps_frame,4,0,39.9558065077,116.314436992,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847259451103,4456,1551343847259187131,gps_frame,0,1551343847259187131,gps_frame,4,0,39.9558065137,116.314436978,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847340678433,4457,1551343847340521290,gps_frame,0,1551343847340521290,gps_frame,4,0,39.9558064473,116.314436986,54.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847455805249,4458,1551343847455563130,gps_frame,0,1551343847455563130,gps_frame,4,0,39.9558065035,116.314436961,54.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847545808356,4459,1551343847545616462,gps_frame,0,1551343847545616462,gps_frame,4,0,39.9558064982,116.314436971,54.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847656571638,4460,1551343847656314269,gps_frame,0,1551343847656314269,gps_frame,4,0,39.9558064715,116.314436986,54.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847745420164,4461,1551343847745143751,gps_frame,0,1551343847745143751,gps_frame,4,0,39.9558064838,116.314436981,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847853879188,4462,1551343847853638876,gps_frame,0,1551343847853638876,gps_frame,4,0,39.9558064755,116.314436964,54.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343847942348761,4463,1551343847942064973,gps_frame,0,1551343847942064973,gps_frame,4,0,39.955806517,116.314436996,54.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848062052883,4464,1551343848061759878,gps_frame,0,1551343848061759878,gps_frame,4,0,39.9558064965,116.31443696,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848145538608,4465,1551343848145214656,gps_frame,0,1551343848145214656,gps_frame,4,0,39.9558064693,116.314436971,54.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848251659194,4466,1551343848251343180,gps_frame,0,1551343848251343180,gps_frame,4,0,39.9558065078,116.314436967,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848345377194,4467,1551343848345213150,gps_frame,0,1551343848345213150,gps_frame,4,0,39.9558064738,116.314436979,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848460379330,4468,1551343848460105311,gps_frame,0,1551343848460105311,gps_frame,4,0,39.9558064533,116.314437005,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848541104930,4469,1551343848540824321,gps_frame,0,1551343848540824321,gps_frame,4,0,39.9558064737,116.314436972,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848657084674,4470,1551343848656735267,gps_frame,0,1551343848656735267,gps_frame,4,0,39.9558064597,116.314436993,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848742048635,4471,1551343848741754561,gps_frame,0,1551343848741754561,gps_frame,4,0,39.9558064947,116.314436989,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848856053169,4472,1551343848855773674,gps_frame,0,1551343848855773674,gps_frame,4,0,39.9558064622,116.314436981,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343848946000622,4473,1551343848945681879,gps_frame,0,1551343848945681879,gps_frame,4,0,39.9558064755,116.314436998,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849062580165,4474,1551343849062282156,gps_frame,0,1551343849062282156,gps_frame,4,0,39.9558064685,116.314436984,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849144922758,4475,1551343849144621370,gps_frame,0,1551343849144621370,gps_frame,4,0,39.9558064832,116.314436986,54.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849254548545,4476,1551343849254226457,gps_frame,0,1551343849254226457,gps_frame,4,0,39.9558064642,116.31443701,54.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849342070287,4477,1551343849341807314,gps_frame,0,1551343849341807314,gps_frame,4,0,39.9558065312,116.314436943,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849456945395,4478,1551343849456627520,gps_frame,0,1551343849456627520,gps_frame,4,0,39.9558064977,116.314436982,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849542480041,4479,1551343849542184110,gps_frame,0,1551343849542184110,gps_frame,4,0,39.955806539,116.31443696,54.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849655920847,4480,1551343849655651282,gps_frame,0,1551343849655651282,gps_frame,4,0,39.9558065302,116.314436959,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849744624155,4481,1551343849744309855,gps_frame,0,1551343849744309855,gps_frame,4,0,39.9558065115,116.314436962,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849855614479,4482,1551343849855358077,gps_frame,0,1551343849855358077,gps_frame,4,0,39.955806546,116.314436956,54.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343849946523543,4483,1551343849946256658,gps_frame,0,1551343849946256658,gps_frame,4,0,39.955806518,116.314436961,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343850064612582,4484,1551343850064282559,gps_frame,0,1551343850064282559,gps_frame,4,0,39.9558065098,116.314436984,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343850150158528,4485,1551343850149857635,gps_frame,0,1551343850149857635,gps_frame,4,0,39.955806564,116.314437001,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343850257106092,4486,1551343850256791231,gps_frame,0,1551343850256791231,gps_frame,4,0,39.9558065237,116.31443699,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343850342644949,4487,1551343850342337588,gps_frame,0,1551343850342337588,gps_frame,4,0,39.9558065302,116.314436966,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,14.0,0
1551343850463872230,4488,1551343850463619239,gps_frame,0,1551343850463619239,gps_frame,4,0,39.9558064912,116.314436841,54.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343850543170501,4489,1551343850542902523,gps_frame,0,1551343850542902523,gps_frame,4,0,39.9558064528,116.314436858,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343850656397365,4490,1551343850656123093,gps_frame,0,1551343850656123093,gps_frame,4,0,39.9558064597,116.314436831,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343850742603971,4491,1551343850742308714,gps_frame,0,1551343850742308714,gps_frame,4,0,39.9558064332,116.314436831,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343850856429428,4492,1551343850856079657,gps_frame,0,1551343850856079657,gps_frame,4,0,39.9558064828,116.314436843,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343850943130442,4493,1551343850942840701,gps_frame,0,1551343850942840701,gps_frame,4,0,39.955806484,116.314436854,54.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343851066392244,4494,1551343851066076127,gps_frame,0,1551343851066076127,gps_frame,4,0,39.9558064672,116.314436845,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343851147976669,4495,1551343851147688477,gps_frame,0,1551343851147688477,gps_frame,4,0,39.9558065027,116.314436837,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343851262027154,4496,1551343851261844043,gps_frame,0,1551343851261844043,gps_frame,4,0,39.9558064823,116.314436864,54.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343851346867763,4497,1551343851346642595,gps_frame,0,1551343851346642595,gps_frame,4,0,39.9558064273,116.314436822,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851454403307,4498,1551343851454193890,gps_frame,0,1551343851454193890,gps_frame,4,0,39.9558064285,116.314436806,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851541090341,4499,1551343851540781621,gps_frame,0,1551343851540781621,gps_frame,4,0,39.9558064615,116.314436829,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851656076603,4500,1551343851655722109,gps_frame,0,1551343851655722109,gps_frame,4,0,39.9558064313,116.314436788,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851741861049,4501,1551343851741550390,gps_frame,0,1551343851741550390,gps_frame,4,0,39.955806448,116.314436808,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851859451183,4502,1551343851859181471,gps_frame,0,1551343851859181471,gps_frame,4,0,39.9558063827,116.314436829,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343851952484102,4503,1551343851952176193,gps_frame,0,1551343851952176193,gps_frame,4,0,39.955806386,116.314436808,54.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852068904205,4504,1551343852068641976,gps_frame,0,1551343852068641976,gps_frame,4,0,39.9558064662,116.314436828,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852146991712,4505,1551343852146665947,gps_frame,0,1551343852146665947,gps_frame,4,0,39.9558064583,116.314436784,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852253103059,4506,1551343852252880055,gps_frame,0,1551343852252880055,gps_frame,4,0,39.9558064498,116.314436824,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852342019324,4507,1551343852341688740,gps_frame,0,1551343852341688740,gps_frame,4,0,39.9558064452,116.314436795,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852458465191,4508,1551343852458328978,gps_frame,0,1551343852458328978,gps_frame,4,0,39.9558064703,116.314436853,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852542395619,4509,1551343852542191087,gps_frame,0,1551343852542191087,gps_frame,4,0,39.9558063687,116.314436825,54.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852656443989,4510,1551343852656192849,gps_frame,0,1551343852656192849,gps_frame,4,0,39.9558064105,116.314436805,54.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852745988238,4511,1551343852745662174,gps_frame,0,1551343852745662174,gps_frame,4,0,39.9558064265,116.314436861,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852858200989,4512,1551343852857872727,gps_frame,0,1551343852857872727,gps_frame,4,0,39.9558063848,116.314436804,54.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343852945536907,4513,1551343852945201802,gps_frame,0,1551343852945201802,gps_frame,4,0,39.9558063533,116.314436803,54.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343853058906127,4514,1551343853058703989,gps_frame,0,1551343853058703989,gps_frame,4,0,39.9558063968,116.314436836,54.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343853143168066,4515,1551343853142896319,gps_frame,0,1551343853142896319,gps_frame,4,0,39.9558063932,116.314436835,54.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343853259470529,4516,1551343853259175509,gps_frame,0,1551343853259175509,gps_frame,4,0,39.9558063723,116.314436826,54.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,13.0,0
1551343853342532116,4517,1551343853342251743,gps_frame,0,1551343853342251743,gps_frame,4,0,39.9558065133,116.314437035,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853454807329,4518,1551343853454468777,gps_frame,0,1551343853454468777,gps_frame,4,0,39.9558064363,116.314436947,54.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853547138100,4519,1551343853546747731,gps_frame,0,1551343853546747731,gps_frame,4,0,39.9558064753,116.314437007,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853660555541,4520,1551343853660258474,gps_frame,0,1551343853660258474,gps_frame,4,0,39.9558064727,116.31443698,54.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853742525828,4521,1551343853742265337,gps_frame,0,1551343853742265337,gps_frame,4,0,39.9558064737,116.31443695,54.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853858957370,4522,1551343853858779981,gps_frame,0,1551343853858779981,gps_frame,4,0,39.9558064498,116.314436963,54.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343853942515597,4523,1551343853942303599,gps_frame,0,1551343853942303599,gps_frame,4,0,39.9558065035,116.314436982,54.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343854063737718,4524,1551343854063460202,gps_frame,0,1551343854063460202,gps_frame,4,0,39.9558064573,116.314437,54.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343854145439745,4525,1551343854145244517,gps_frame,0,1551343854145244517,gps_frame,4,0,39.9558065147,116.314437034,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343854252071968,4526,1551343854251874541,gps_frame,0,1551343854251874541,gps_frame,4,0,39.955806522,116.314437044,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.70000004768,14.0,0
1551343854345436988,4527,1551343854345160328,gps_frame,0,1551343854345160328,gps_frame,4,0,39.9558064948,116.314436931,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854460603453,4528,1551343854460288946,gps_frame,0,1551343854460288946,gps_frame,4,0,39.9558065345,116.314437009,54.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854542260066,4529,1551343854541928002,gps_frame,0,1551343854541928002,gps_frame,4,0,39.955806535,116.314436985,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854655992275,4530,1551343854655720274,gps_frame,0,1551343854655720274,gps_frame,4,0,39.955806511,116.314437002,54.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854742248353,4531,1551343854741936959,gps_frame,0,1551343854741936959,gps_frame,4,0,39.955806529,116.314436997,54.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854857099332,4532,1551343854856881328,gps_frame,0,1551343854856881328,gps_frame,4,0,39.9558064837,116.314436956,54.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343854943632278,4533,1551343854943415039,gps_frame,0,1551343854943415039,gps_frame,4,0,39.9558065115,116.314436987,54.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343855062558814,4534,1551343855062268486,gps_frame,0,1551343855062268486,gps_frame,4,0,39.955806462,116.314436947,54.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343855148308307,4535,1551343855147928622,gps_frame,0,1551343855147928622,gps_frame,4,0,39.9558064713,116.314436948,54.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343855259651061,4536,1551343855259318980,gps_frame,0,1551343855259318980,gps_frame,4,0,39.955806512,116.314436935,54.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.79999995232,13.0,0
1551343855345888947,4537,1551343855345677645,gps_frame,0,1551343855345677645,gps_frame,4,0,39.955806503,116.314436919,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855454965381,4538,1551343855454726753,gps_frame,0,1551343855454726753,gps_frame,4,0,39.9558065167,116.314436895,54.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855542748630,4539,1551343855542419162,gps_frame,0,1551343855542419162,gps_frame,4,0,39.9558065237,116.3144369,54.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855659141224,4540,1551343855658867863,gps_frame,0,1551343855658867863,gps_frame,4,0,39.9558065343,116.314436914,54.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855744584882,4541,1551343855744267031,gps_frame,0,1551343855744267031,gps_frame,4,0,39.955806499,116.314436905,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855859232486,4542,1551343855858977007,gps_frame,0,1551343855858977007,gps_frame,4,0,39.9558064987,116.314436885,54.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343855946799073,4543,1551343855946423931,gps_frame,0,1551343855946423931,gps_frame,4,0,39.9558065502,116.314436915,54.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343856065220305,4544,1551343856064891830,gps_frame,0,1551343856064891830,gps_frame,4,0,39.9558064765,116.314436906,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343856142424143,4545,1551343856142146155,gps_frame,0,1551343856142146155,gps_frame,4,0,39.9558065143,116.31443689,54.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343856256096231,4546,1551343856255760235,gps_frame,0,1551343856255760235,gps_frame,4,0,39.955806502,116.314436907,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,16.0,0
1551343856346082708,4547,1551343856345866172,gps_frame,0,1551343856345866172,gps_frame,4,0,39.9558065005,116.31443693,54.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856461336431,4548,1551343856460979724,gps_frame,0,1551343856460979724,gps_frame,4,0,39.9558064887,116.314436908,54.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856545282534,4549,1551343856544987254,gps_frame,0,1551343856544987254,gps_frame,4,0,39.9558064898,116.314436931,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856653858109,4550,1551343856653477184,gps_frame,0,1551343856653477184,gps_frame,4,0,39.9558064533,116.314436901,54.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856742211324,4551,1551343856741881863,gps_frame,0,1551343856741881863,gps_frame,4,0,39.9558064908,116.31443691,54.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856858455488,4552,1551343856858252577,gps_frame,0,1551343856858252577,gps_frame,4,0,39.9558064832,116.314436935,54.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343856942833170,4553,1551343856942524239,gps_frame,0,1551343856942524239,gps_frame,4,0,39.9558064955,116.314436887,54.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343857064660429,4554,1551343857064321550,gps_frame,0,1551343857064321550,gps_frame,4,0,39.955806501,116.314436895,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343857146151973,4555,1551343857145874249,gps_frame,0,1551343857145874249,gps_frame,4,0,39.9558064862,116.314436947,54.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343857261225459,4556,1551343857260890339,gps_frame,0,1551343857260890339,gps_frame,4,0,39.9558065398,116.314436906,54.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343857346253451,4557,1551343857346119997,gps_frame,0,1551343857346119997,gps_frame,4,0,39.9558064898,116.314436945,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.39999997616,15.0,0
1551343857458485476,4558,1551343857458310429,gps_frame,0,1551343857458310429,gps_frame,4,0,39.9558064582,116.314436939,54.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343857542671482,4559,1551343857542388923,gps_frame,0,1551343857542388923,gps_frame,4,0,39.955806493,116.314436963,54.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343857654569752,4560,1551343857654329622,gps_frame,0,1551343857654329622,gps_frame,4,0,39.9558064475,116.314436969,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343857743101643,4561,1551343857742821541,gps_frame,0,1551343857742821541,gps_frame,4,0,39.9558064585,116.314436946,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343857858548491,4562,1551343857858342890,gps_frame,0,1551343857858342890,gps_frame,4,0,39.9558064263,116.314436956,54.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343857942590923,4563,1551343857942210346,gps_frame,0,1551343857942210346,gps_frame,4,0,39.9558064398,116.314436948,54.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
1551343858062807926,4564,1551343858062487148,gps_frame,0,1551343858062487148,gps_frame,4,0,39.955806445,116.314436959,54.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.29999995232,15.0,0
