num lon lat alt item
1 112.8674904975049 28.10863202819815 0.0 647
2 112.8675247567092 28.10861127139284 0.0 639
3 112.8675761220537 28.10858137628011 0.0 628
4 112.867613146642 28.1085598036417 0.0 619
5 112.8676644490717 28.10853574624995 0.0 608
6 112.8677254324691 28.10850615538734 0.0 595
7 112.8677681088475 28.10848611463153 0.0 586
8 112.8678157359761 28.10845098501029 0.0 576
9 112.8678494526965 28.10840859522179 0.0 565
10 112.867884714244 28.10836616402928 0.0 556
11 112.8679233293417 28.10830790591137 0.0 542
12 112.8679555417687 28.10827377714264 0.0 532
13 112.8679948131894 28.10824694347529 0.0 522
14 112.8680380691358 28.10823550298248 0.0 513
15 112.8680919842402 28.10826105991388 0.0 501
16 112.8681193279623 28.10828573572302 0.0 494
17 112.8681379832788 28.10833478359724 0.0 483
18 112.8681436751814 28.10838625699903 0.0 473
19 112.8681391456363 28.10844755861485 0.0 460
20 112.8681352490186 28.10850728695593 0.0 447
21 112.8681314689123 28.10854570549849 0.0 2426
