num lon lat alt item
1 112.8674904975049 28.10863202819815 0.0 647
2 112.8674713086683 28.10860263114186 0.0 247
3 112.8674379393297 28.1085506286109 0.0 238
4 112.8674076239522 28.10849700491321 0.0 229
5 112.8673784171071 28.10846074792549 0.0 222
6 112.8673133196128 28.10837858495855 0.0 206
7 112.867275847192 28.10833220768137 0.0 196
8 112.8672398412112 28.10827923439287 0.0 185
9 112.8671937516092 28.10821131675042 0.0 172
10 112.8671659701777 28.10816805621987 0.0 163
11 112.8671371118008 28.10811525033381 0.0 153
12 112.8671176124486 28.10808400458762 0.0 5
