num lon lat alt item
1 112.8693381467529 28.10715263441098 0.0 1883
2 112.8693605125266 28.10717206643804 0.0 1584
3 112.8693801616406 28.1071933240184 0.0 1591
4 112.8694297492433 28.10721566990689 0.0 1602
5 112.8694728760584 28.10722196679037 0.0 1611
6 112.8695285893184 28.10722260480457 0.0 1623
7 112.8695860725648 28.10720967155424 0.0 1634
8 112.8696320956945 28.10719000668728 0.0 1644
9 112.8696610980837 28.10717027771268 0.0 1652
10 112.8696928592024 28.10714259861304 0.0 1661
11 112.8697191375674 28.10710941660068 0.0 1670
12 112.8697265254423 28.10708380908521 0.0 1676
13 112.8697376482072 28.10704682869605 0.0 1683
14 112.8697426397864 28.10702080349325 0.0 1689
15 112.8697469961087 28.10700090154908 0.0 4283
