num lon lat alt item
1 112.8714045544029 28.10687946595977 0.0 4613
2 112.871354226769 28.10688777487243 0.0 4621
3 112.8712772738737 28.10690047952348 0.0 4636
4 112.871220916981 28.10691090879742 0.0 4647
5 112.8711732322963 28.10692118743614 0.0 4657
6 112.8711140439584 28.10693548142561 0.0 4669
7 112.8710454992016 28.10694736464443 0.0 4682
8 112.87097691615 28.10695951067494 0.0 4695
9 112.8709160545688 28.10697459535898 0.0 4709
10 112.870852161691 28.10698660518134 0.0 4723
11 112.8708183626245 28.10699700459543 0.0 4731
12 112.8707552720405 28.10700950585121 0.0 4745
13 112.8707136951962 28.1070172895473 0.0 4753
14 112.8706702484654 28.10702538187885 0.0 4762
15 112.8706218843282 28.10703315691874 0.0 4772
16 112.8705612648603 28.10704738718713 0.0 4786
17 112.870506523404 28.10705616396791 0.0 4797
18 112.8704513453154 28.10704978036991 0.0 4810
19 112.8704118846468 28.10704278931325 0.0 4820
20 112.8703605895002 28.10703694183788 0.0 4832
21 112.8703201315752 28.10703121854502 0.0 4842
22 112.8702722496106 28.10702333354979 0.0 4854
23 112.870220300137 28.10701626692037 0.0 4867
24 112.8701876913903 28.10700450600877 0.0 4876
25 112.8701668529184 28.10698846639734 0.0 4882
26 112.8701468794142 28.10696003871305 0.0 4891
27 112.8701370233005 28.10693127796984 0.0 4899
28 112.8701349016315 28.10691782350786 0.0 4903
