num lon lat alt item
1 112.8681309579827 28.10854712538161 0.0 438
2 112.868126668178 28.10857454754779 0.0 432
3 112.8681183493321 28.10864797733471 0.0 417
4 112.8681116218051 28.10872531409314 0.0 402
5 112.8681074446715 28.10877932114012 0.0 392
6 112.8681096950501 28.10883224171642 0.0 382
7 112.8681005621918 28.10888303709089 0.0 373
8 112.8680824244178 28.10891927250178 0.0 366
9 112.868044075903 28.10895058637833 0.0 356
10 112.8679932660843 28.10896666605198 0.0 346
11 112.8679344188524 28.10898166341961 0.0 335
12 112.8678833626395 28.10899024167903 0.0 326
13 112.8678341633233 28.10898198596171 0.0 317
14 112.8677965355083 28.10896991354363 0.0 310
15 112.8677505838235 28.10894090409922 0.0 303
16 112.8676888987105 28.10889282508212 0.0 294
17 112.8676449768148 28.10884014391392 0.0 286
18 112.8675858796116 28.1087518584904 0.0 272
19 112.8675477323823 28.10870329080604 0.0 264
20 112.86751017897 28.10865546593338 0.0 256
21 112.8674904975049 28.10863202819815 0.0 647
