num lon lat alt item
1 112.8697469961087 28.10700090154908 0.0 4283
2 112.8697844184797 28.10700492895057 0.0 4272
3 112.8698394841849 28.10701127962529 0.0 4258
4 112.8698830036381 28.10701818784556 0.0 4246
5 112.8699281394362 28.10702718793364 0.0 4235
6 112.8699638011298 28.10703636645979 0.0 4226
7 112.8700214125643 28.10706102304785 0.0 4209
8 112.8700590056787 28.10708701152189 0.0 4198
9 112.870090157171 28.10711287114992 0.0 4187
10 112.8701238379964 28.10714483768464 0.0 4175
11 112.8701563468624 28.10717387323468 0.0 4164
12 112.8701915437558 28.10720541995956 0.0 4153
13 112.8702160724575 28.10722849311589 0.0 4146
14 112.8702424795836 28.10725320067639 0.0 4136
15 112.8702629423979 28.10726665860802 0.0 4129
16 112.8702865179822 28.10728716592963 0.0 4121
17 112.8703273259888 28.10730573568653 0.0 4110
18 112.8703628976498 28.10731710338298 0.0 4100
19 112.8704097602485 28.10732899160175 0.0 4087
20 112.8704637424576 28.1073367712556 0.0 4073
21 112.8705132613266 28.1073454470772 0.0 4060
22 112.8705623666981 28.10735433369243 0.0 4047
23 112.8705991630535 28.10736070389966 0.0 4039
24 112.8706503922836 28.1073718594472 0.0 4025
25 112.8707050057649 28.10738630100751 0.0 4010
26 112.8707698072296 28.10740766881436 0.0 3992
27 112.8708251496853 28.10742706151961 0.0 3977
28 112.8708745667074 28.10744154554204 0.0 3964
29 112.870919648646 28.10745389551757 0.0 3952
30 112.8709612789477 28.10746008233163 0.0 3941
31 112.8710295670356 28.10745915887598 0.0 3924
32 112.8710753967805 28.10746002320886 0.0 3913
33 112.8711128348186 28.10745709023187 0.0 3904
34 112.8711502783496 28.10745041100833 0.0 3895
35 112.8711906107927 28.1074416875679 0.0 3885
36 112.8712465618086 28.10742408163438 0.0 3868
37 112.8712755339032 28.10741048569462 0.0 3860
38 112.8713064936918 28.10738926329486 0.0 3850
39 112.8713473243264 28.10736569197361 0.0 3837
40 112.8713866397591 28.1073516920546 0.0 3826
41 112.8714296578052 28.10734414044846 0.0 3814
42 112.8714947776337 28.10733764717735 0.0 3796
43 112.8715223579917 28.10733773099142 0.0 3788
44 112.8715573805116 28.10733861650332 0.0 3779
45 112.8715993580959 28.10734820178773 0.0 3767
46 112.8716179872136 28.10736127640583 0.0 3761
47 112.8716531424698 28.10739448375406 0.0 3747
48 112.8716686759985 28.10741706285366 0.0 3739
49 112.8716907606225 28.10744890805814 0.0 3728
50 112.8716983382282 28.10747190543537 0.0 3721
51 112.8717056362779 28.10750337359163 0.0 3711
52 112.8717094168241 28.10753735749872 0.0 3701
53 112.8717047023545 28.10757104722641 0.0 3691
54 112.871693068466 28.10759791959753 0.0 3683
55 112.8716786569683 28.10762790002387 0.0 3674
56 112.8716647223998 28.10765728170361 0.0 3666
57 112.8716457488933 28.10768792220214 0.0 3656
58 112.8716252046593 28.1077167507664 0.0 3647
59 112.8716055639144 28.10774322022166 0.0 3638
60 112.8715871587032 28.10776475772547 0.0 3631
61 112.87156552477 28.10779519323113 0.0 3623
62 112.8715448103139 28.10782616498851 0.0 3613
63 112.871521462066 28.1078536422159 0.0 3604
64 112.871500813136 28.1078765020133 0.0 3595
65 112.8714779725542 28.1079009363253 0.0 3586
66 112.8714555950244 28.10793235166139 0.0 3576
67 112.8714253061423 28.10796799852597 0.0 3564
68 112.8713938901861 28.10800516467612 0.0 3551
69 112.8713615373047 28.10804140353648 0.0 3538
70 112.8713308433816 28.10807283216033 0.0 3527
71 112.8712995125273 28.10809633733748 0.0 3517
72 112.8712635371685 28.10811668223489 0.0 3507
73 112.8712292685002 28.10813426630935 0.0 3498
74 112.8711942223495 28.10814097700252 0.0 3490
75 112.8711460351351 28.10814935021201 0.0 3479
76 112.871101375334 28.10815362887022 0.0 3467
77 112.8710543231635 28.10814984019235 0.0 3455
78 112.871001782334 28.10814458203033 0.0 3441
79 112.8709582101495 28.1081275864351 0.0 3429
80 112.8709204919991 28.10811217889913 0.0 3420
81 112.8708871666616 28.10808871083074 0.0 3411
82 112.8708464402715 28.10805965214019 0.0 3398
83 112.8708277266933 28.10804299741022 0.0 3391
