num lon lat alt item
1 112.8701352648942 28.10692181381013 0.0 4902
2 112.8701814751955 28.10691208820296 0.0 4292
3 112.8702516968094 28.10690058950347 0.0 4304
4 112.8703030005833 28.10689218821285 0.0 4313
5 112.8703949835742 28.1068760041864 0.0 4328
6 112.8704669997057 28.1068642100022 0.0 4340
7 112.8705879657419 28.10683847450426 0.0 4361
8 112.8707147473318 28.10680940487078 0.0 4384
9 112.8707857311332 28.10679528637849 0.0 4394
10 112.8708847762875 28.10677147008509 0.0 4411
11 112.8709736344644 28.10675389544258 0.0 4425
12 112.8710676864321 28.10673767654544 0.0 4441
13 112.871151999673 28.10672141509258 0.0 4456
14 112.8712109606628 28.10670491968884 0.0 4466
15 112.8712750571707 28.1066931307192 0.0 4477
16 112.8713343675484 28.10668213757171 0.0 4487
17 112.8713599444084 28.1066778765935 0.0 4492
