num lon lat alt item
1 112.8713092277243 28.10648707259321 0.0 5050
2 112.8712697080781 28.10649707947892 0.0 2217
3 112.8712103813172 28.10651232700778 0.0 2202
4 112.8711590865405 28.10651909178937 0.0 2188
5 112.8710478496077 28.10654343502224 0.0 2159
6 112.8709551613456 28.10656031058045 0.0 2135
7 112.8709026114877 28.10657259631497 0.0 2121
8 112.870846728924 28.10658026626995 0.0 2109
9 112.8707638613738 28.10659896936573 0.0 2093
10 112.8706854160431 28.10661402521959 0.0 2078
11 112.8706263226172 28.1066233357136 0.0 2065
12 112.8705425714811 28.10664108821532 0.0 2049
13 112.8704427590363 28.10666160678645 0.0 2029
14 112.8703556275086 28.10668044115974 0.0 2011
15 112.8702901832926 28.10669069343467 0.0 1997
16 112.8702163474158 28.10670853494694 0.0 1983
17 112.870157890559 28.10672386308727 0.0 1971
18 112.8700815608773 28.10673838470264 0.0 1957
