num lon lat alt item
1 -122.1028572635789 37.45195266060325 0.0 17302
2 -122.1028077294853 37.4518494712658 0.0 6479
3 -122.1027517263264 37.45173511149228 0.0 6499
4 -122.1026924690512 37.45158345723905 0.0 6525
5 -122.1026835662742 37.45143230324291 0.0 6553
6 -122.1027442281416 37.45128382610462 0.0 6584
7 -122.1027948814646 37.45116013943383 0.0 6611
8 -122.1028755165968 37.45102273984738 0.0 6641
9 -122.1029647581262 37.45090310729982 0.0 6672
10 -122.103090375827 37.45078967423011 0.0 6715
11 -122.103231704915 37.45073572132697 0.0 6753
12 -122.1034439165284 37.45074934529702 0.0 6809
13 -122.1036205312549 37.45079749239103 0.0 6854
14 -122.1038155626566 37.4508328417221 0.0 6903
15 -122.104001494656 37.45079165927322 0.0 6951
16 -122.1041093383629 37.4507338085028 0.0 6980
17 -122.10420850185 37.45062020861176 0.0 7009
18 -122.1043087546023 37.45045510253096 0.0 7058
19 -122.1043575796241 37.45035187864669 0.0 7090
20 -122.104412883423 37.45024247286588 0.0 7118
21 -122.1044229638169 37.45015818933977 0.0 7139
22 -122.1043638455891 37.45005912312435 0.0 7168
23 -122.104249031677 37.44993458454822 0.0 7206
24 -122.1042248079956 37.44987743906958 0.0 7221
25 -122.1042285615272 37.44980795672371 0.0 7237
26 -122.1042356604964 37.44977182539415 0.0 7247
