num lon lat alt item
1 -122.1035563523528 37.45367519548437 0.0 1009
2 -122.1036284462693 37.45364489553791 0.0 1016
3 -122.1036789823991 37.45357809212919 0.0 1024
4 -122.1036921823075 37.45352199643172 0.0 1030
5 -122.103712573235 37.45342083166135 0.0 1041
6 -122.1037296959904 37.45333308815179 0.0 1048
7 -122.1037613136415 37.45323257906058 0.0 1059
8 -122.1037870384789 37.45314070327758 0.0 1069
9 -122.1038218173708 37.45303316213779 0.0 1081
10 -122.1038475492723 37.45294126134438 0.0 1091
11 -122.1038727138565 37.45286731408191 0.0 1099
12 -122.1039066059068 37.45278681773799 0.0 1108
13 -122.1039407928116 37.45269731049557 0.0 1118
14 -122.1040026748182 37.45254296831219 0.0 1135
15 -122.104057004296 37.45244490061629 0.0 1146
16 -122.1041198548188 37.4523469991402 0.0 1157
17 -122.104179324908 37.45225952603857 0.0 1166
18 -122.1042450843081 37.4521594349489 0.0 1178
19 -122.104293092434 37.45208149245368 0.0 1187
20 -122.104364247892 37.45199048830156 0.0 1198
21 -122.104426490057 37.45191063127437 0.0 1208
22 -122.1044741747406 37.45184174422075 0.0 1216
23 -122.1045429804515 37.45173497453528 0.0 1228
24 -122.1046174093166 37.45163054787979 0.0 1240
25 -122.1046763223406 37.4515685473701 0.0 1248
26 -122.104816155138 37.45147409268633 0.0 1263
27 -122.1049202597922 37.45142203854952 0.0 1273
28 -122.1050700416021 37.45137077775634 0.0 1286
29 -122.1052161688842 37.45133547759509 0.0 1299
30 -122.1053627149811 37.45128885299921 0.0 1312
31 -122.1055205401955 37.45124694236308 0.0 1326
32 -122.1056786266195 37.4512026821852 0.0 1340
33 -122.105815970429 37.4511646932096 0.0 16090
