num lon lat alt item
1 -122.1035307494491 37.45367478001475 0.0 1007
2 -122.1035313196215 37.45364083201848 0.0 6224
3 -122.1035384836711 37.45359004550302 0.0 6228
4 -122.1035455862304 37.45354023661945 0.0 6234
5 -122.1035430736532 37.45350004107435 0.0 6239
6 -122.1035353189713 37.45344935300062 0.0 6245
7 -122.1035090719858 37.45340363886428 0.0 6251
8 -122.1034797355441 37.45334697071289 0.0 6257
9 -122.1034605497742 37.45330260288895 0.0 6263
10 -122.1034465462455 37.45324600217735 0.0 6270
11 -122.1034382613861 37.45318181874566 0.0 6277
12 -122.1034234141969 37.45315402328766 0.0 6281
13 -122.1034008290499 37.45311182948605 0.0 6287
14 -122.1033755679181 37.45305705527439 0.0 6295
15 -122.103346691464 37.45300457903534 0.0 6303
16 -122.1033293584042 37.45296480231139 0.0 6309
17 -122.1033120618294 37.45292524955661 0.0 6315
18 -122.1032809246025 37.45286073665617 0.0 6322
19 -122.1032728078953 37.45283095034966 0.0 6326
20 -122.1032512982669 37.45277517553914 0.0 6334
21 -122.103231044015 37.4527281944972 0.0 6341
22 -122.1032111750954 37.45268213557438 0.0 6348
23 -122.1031840183408 37.45263071727892 0.0 6356
24 -122.1031659322134 37.45257376096941 0.0 6365
25 -122.1031532246865 37.45254250508905 0.0 6370
26 -122.1031303829376 37.45248719810871 0.0 6379
27 -122.103108505683 37.45243959777634 0.0 6387
28 -122.1030831667868 37.4523866682225 0.0 6394
29 -122.1030583502196 37.45233482878316 0.0 6403
30 -122.1030305282016 37.45227895393869 0.0 6413
31 -122.1030009805954 37.45221925243803 0.0 6421
32 -122.1029776070321 37.45216350147975 0.0 6429
33 -122.1029517046589 37.4521185344033 0.0 6436
34 -122.1029279347009 37.45207267403794 0.0 6443
35 -122.1029064738063 37.45202786073541 0.0 6450
36 -122.1028822634446 37.45199158538608 0.0 6456
37 -122.1028572635789 37.45195266060325 0.0 17302
