num lon lat alt item
1 -122.1028572635789 37.45195266060325 0.0 17302
2 -122.102935061679 37.4519166407193 0.0 17289
3 -122.1029934714418 37.45188362128887 0.0 17278
4 -122.1030912417602 37.45183173694581 0.0 17261
5 -122.1031902148225 37.45177601929304 0.0 17242
6 -122.1033127174838 37.45170356536998 0.0 17222
7 -122.1034506063779 37.45162046917343 0.0 17196
8 -122.1035425435041 37.4515662414049 0.0 17179
9 -122.1036503466708 37.45150952398146 0.0 17159
10 -122.1037360587901 37.45146368670852 0.0 17143
11 -122.1038658695683 37.45139638278946 0.0 17120
12 -122.1039640069103 37.45135598094551 0.0 17103
13 -122.1040665295222 37.45130510688607 0.0 17084
14 -122.1041474756235 37.45126701353059 0.0 17070
15 -122.104234069642 37.45122055755289 0.0 17054
16 -122.1043190514911 37.45117637901674 0.0 17039
17 -122.1043636642557 37.45115256344521 0.0 17031
18 -122.1044805294516 37.45108054462095 0.0 17008
19 -122.1045119619605 37.45105692468548 0.0 17001
20 -122.10457891757 37.45100423424282 0.0 16987
21 -122.1046122952145 37.45097522664828 0.0 16979
22 -122.1046509288047 37.45090090115075 0.0 16963
23 -122.1046652567175 37.4508476915846 0.0 16952
24 -122.1046823266171 37.45079051586322 0.0 16940
25 -122.1046929233537 37.45071003373441 0.0 16927
26 -122.1047031982202 37.4506276626114 0.0 16914
27 -122.1047083644361 37.45055707844418 0.0 16900
28 -122.104713226328 37.45048199009457 0.0 16885
29 -122.1047160628575 37.45037408525101 0.0 16866
30 -122.1047104431907 37.45029111044786 0.0 16849
31 -122.1046854811706 37.45018839763437 0.0 16827
32 -122.104684400938 37.45012393588009 0.0 16813
33 -122.1047097547741 37.45005148575093 0.0 16423
