num lon lat alt item
1 -122.1035307494491 37.45367478001475 0.0 1007
2 -122.1034868060057 37.45366602191383 0.0 6214
3 -122.1034522923993 37.4536458450446 0.0 6208
4 -122.1034340825595 37.45362783178111 0.0 6204
5 -122.1034172095155 37.4536021409704 0.0 6199
6 -122.1033746048532 37.45353212567021 0.0 6186
7 -122.1033288150964 37.45346031783266 0.0 6171
8 -122.1032717193061 37.45337796666014 0.0 6153
9 -122.1032286887609 37.45331325808384 0.0 6138
10 -122.1031777468095 37.45323963618216 0.0 6120
11 -122.1031282980341 37.45317317819843 0.0 6103
12 -122.1030605722602 37.45308945488917 0.0 6084
13 -122.1029971363329 37.45300172946141 0.0 6062
14 -122.1029562899472 37.45294568593304 0.0 6052
15 -122.1028982836929 37.45286780332182 0.0 6041
16 -122.1028454619558 37.45279025234157 0.0 6029
17 -122.1027952072837 37.45270904047791 0.0 6016
18 -122.1027472582091 37.45262432434433 0.0 6002
19 -122.1027101844093 37.45256564701357 0.0 5992
20 -122.1026570521675 37.45248225093261 0.0 5980
21 -122.1026050677655 37.4524042864637 0.0 5969
22 -122.1025570517227 37.45232909906947 0.0 5958
23 -122.1025016441456 37.45222262055823 0.0 5942
24 -122.1024634547865 37.45215879838336 0.0 5932
25 -122.1024213145955 37.45209031661234 0.0 5921
26 -122.1023752999628 37.45200565766669 0.0 5907
27 -122.1023465023979 37.45193104708533 0.0 5895
28 -122.1023256561881 37.45189113133315 0.0 5888
29 -122.1022988229459 37.45182469006543 0.0 5879
30 -122.1022743435083 37.45172268258246 0.0 5864
31 -122.1022546504929 37.45166306070972 0.0 5855
32 -122.1022422664311 37.45158366875211 0.0 5843
33 -122.1022363263121 37.45150840140577 0.0 5831
34 -122.1022347702363 37.45144915559451 0.0 5821
35 -122.102238651929 37.45134744104996 0.0 5805
36 -122.1022489758728 37.45130080844222 0.0 5797
37 -122.1022591723147 37.45124787235546 0.0 5788
38 -122.1022757845 37.45118635643549 0.0 5777
39 -122.102302664016 37.4511308633162 0.0 5770
40 -122.1023412521288 37.45105520669413 0.0 5758
41 -122.1023772991894 37.45098342833972 0.0 5746
42 -122.1024165986894 37.45091016841108 0.0 5733
43 -122.1024493438979 37.45085536240815 0.0 5723
44 -122.1024929752837 37.45077446819673 0.0 5710
45 -122.1025269753093 37.45071110438293 0.0 5700
46 -122.102557743892 37.45065970807232 0.0 5691
47 -122.1025857650464 37.45060792267547 0.0 5682
48 -122.1026176826347 37.45056155632129 0.0 5673
49 -122.1026552811821 37.4504803395877 0.0 5658
50 -122.1026869523075 37.45039404200033 0.0 5642
51 -122.1027200939772 37.45033242557293 0.0 5632
52 -122.1027388363916 37.45026399790512 0.0 5621
53 -122.1027601953411 37.45020085849288 0.0 5610
54 -122.1027819030743 37.45013395165529 0.0 5600
55 -122.1027912398079 37.45008874342723 0.0 5595
56 -122.1028216553073 37.44999913931584 0.0 5581
57 -122.1028284946983 37.44997444731677 0.0 5577
58 -122.1028501008812 37.44988846508432 0.0 5563
59 -122.1028729494539 37.44980127909933 0.0 5551
60 -122.1028810999129 37.44972743122504 0.0 5541
61 -122.102889162244 37.44963793378395 0.0 5529
62 -122.1028948232683 37.44955100512664 0.0 5517
63 -122.1029010287745 37.44942254293139 0.0 5499
64 -122.1029000356953 37.44933512435503 0.0 5486
65 -122.1028954007579 37.4492506547794 0.0 5474
66 -122.1028966761318 37.44920170722768 0.0 5466
67 -122.102892087827 37.44913605366028 0.0 5456
68 -122.102888526978 37.44907930605646 0.0 5447
69 -122.1028895395002 37.4490206767995 0.0 5440
70 -122.1028882769875 37.44898382272682 0.0 5435
71 -122.1028864208191 37.44889123926511 0.0 5422
72 -122.1028886080169 37.44884295174986 0.0 5415
73 -122.1028880847919 37.44880226736495 0.0 5409
74 -122.1028913883229 37.44876391765156 0.0 5403
75 -122.1028865814457 37.44868498432245 0.0 5391
76 -122.1028855634675 37.44863258129716 0.0 5383
77 -122.1028936674894 37.44857423942353 0.0 5373
78 -122.1028977657678 37.4485051585464 0.0 5361
79 -122.1029032867412 37.44842908270468 0.0 5347
80 -122.1029074240222 37.4483810479286 0.0 5341
81 -122.1029117180182 37.44831809301928 0.0 5333
82 -122.1029202713057 37.44823972353407 0.0 5323
83 -122.1029376794399 37.44816099739406 0.0 5312
84 -122.1029483403897 37.44811867192728 0.0 5306
85 -122.1029622597917 37.44805695335672 0.0 5297
86 -122.1029831286509 37.44800524535373 0.0 5289
87 -122.103001566465 37.447963969497 0.0 5282
88 -122.103042332905 37.4478834255058 0.0 5268
89 -122.1030964464768 37.44779435375636 0.0 5251
90 -122.1031376427227 37.44772885726961 0.0 5238
91 -122.1031938557508 37.44765607484962 0.0 5222
92 -122.1032514128887 37.44760318750366 0.0 5208
93 -122.1032921331746 37.4475540773059 0.0 5202
94 -122.1033545340605 37.4474947631285 0.0 5191
95 -122.1033880369157 37.44746469898571 0.0 5185
96 -122.1034404290233 37.44741102870934 0.0 5177
97 -122.1034920873177 37.44736794713811 0.0 5168
98 -122.1035303919553 37.44732544352272 0.0 5160
99 -122.1035768796492 37.44728714197566 0.0 5152
100 -122.1036162112201 37.44724789309137 0.0 5144
101 -122.1036754899342 37.44720079180975 0.0 8622
