num lon lat alt item
1 -122.105815970429 37.4511646932096 0.0 16090
2 -122.1057320873866 37.45112290961411 0.0 16115
3 -122.1056095735922 37.45111680836634 0.0 16134
4 -122.1055147235643 37.45111228618894 0.0 16149
5 -122.1054271563593 37.45109669903714 0.0 16163
6 -122.1053340695979 37.45106776302124 0.0 16178
7 -122.105284952301 37.45104077565208 0.0 16187
8 -122.1052142916894 37.45097485912233 0.0 16203
9 -122.1051387081791 37.45089287651147 0.0 16223
10 -122.105096236932 37.4508380047962 0.0 16236
11 -122.1050516971107 37.45076157782713 0.0 16254
12 -122.1050100676202 37.45068864071298 0.0 16273
13 -122.1049772867443 37.45060258811143 0.0 16291
14 -122.1049340680952 37.45049485112744 0.0 16315
15 -122.1049056903353 37.45040252429315 0.0 16336
16 -122.1048739118288 37.45029759028597 0.0 16359
17 -122.1048281593813 37.45021032175879 0.0 16381
18 -122.1047926069767 37.45014572275109 0.0 16397
19 -122.1047436249239 37.45008596914698 0.0 16413
20 -122.1047097547741 37.45005148575093 0.0 16423
